"","p_year","tech_field","tech_name","Continent","Region","Country","geo","geo_level","indicator","share_inv","rank_2000","Geo","Rank based on year 2000"
"4861",2004,"16","Pharmaceuticals",NA,"US - Pennsylvania",NA,"US - Pennsylvania","regio","% of total patents",0.150097175797445,6,"US - Pennsylvania
Indicator: % of total patents
Year: 2004
Value: 15%",6
"4862",2005,"16","Pharmaceuticals",NA,"US - Pennsylvania",NA,"US - Pennsylvania","regio","% of total patents",0.197963215434775,6,"US - Pennsylvania
Indicator: % of total patents
Year: 2005
Value: 20%",6
"4863",2006,"16","Pharmaceuticals",NA,"US - Pennsylvania",NA,"US - Pennsylvania","regio","% of total patents",0.169091508001291,6,"US - Pennsylvania
Indicator: % of total patents
Year: 2006
Value: 17%",6
"4864",2007,"16","Pharmaceuticals",NA,"US - Pennsylvania",NA,"US - Pennsylvania","regio","% of total patents",0.153130633884508,6,"US - Pennsylvania
Indicator: % of total patents
Year: 2007
Value: 15%",6
"4865",2008,"16","Pharmaceuticals",NA,"US - Pennsylvania",NA,"US - Pennsylvania","regio","% of total patents",0.171453980846247,6,"US - Pennsylvania
Indicator: % of total patents
Year: 2008
Value: 17%",6
"4866",2009,"16","Pharmaceuticals",NA,"US - Pennsylvania",NA,"US - Pennsylvania","regio","% of total patents",0.152733784012107,6,"US - Pennsylvania
Indicator: % of total patents
Year: 2009
Value: 15%",6
"4867",2010,"16","Pharmaceuticals",NA,"US - Pennsylvania",NA,"US - Pennsylvania","regio","% of total patents",0.183793649973392,6,"US - Pennsylvania
Indicator: % of total patents
Year: 2010
Value: 18%",6
"4868",2011,"16","Pharmaceuticals",NA,"US - Pennsylvania",NA,"US - Pennsylvania","regio","% of total patents",0.151665531154787,6,"US - Pennsylvania
Indicator: % of total patents
Year: 2011
Value: 15%",6
"4869",2012,"16","Pharmaceuticals",NA,"US - Pennsylvania",NA,"US - Pennsylvania","regio","% of total patents",0.151124000106771,6,"US - Pennsylvania
Indicator: % of total patents
Year: 2012
Value: 15%",6
"4870",2013,"16","Pharmaceuticals",NA,"US - Pennsylvania",NA,"US - Pennsylvania","regio","% of total patents",0.153408724580557,6,"US - Pennsylvania
Indicator: % of total patents
Year: 2013
Value: 15%",6
"4871",2014,"16","Pharmaceuticals",NA,"US - Pennsylvania",NA,"US - Pennsylvania","regio","% of total patents",0.153097810162222,6,"US - Pennsylvania
Indicator: % of total patents
Year: 2014
Value: 15%",6
"4872",2015,"16","Pharmaceuticals",NA,"US - Pennsylvania",NA,"US - Pennsylvania","regio","% of total patents",0.158542344970137,6,"US - Pennsylvania
Indicator: % of total patents
Year: 2015
Value: 16%",6
"4873",1990,"16","Pharmaceuticals",NA,"US - Texas",NA,"US - Texas","regio","% of total patents",0.0255111074486554,20,"US - Texas
Indicator: % of total patents
Year: 1990
Value: 3%",20
"4874",1991,"16","Pharmaceuticals",NA,"US - Texas",NA,"US - Texas","regio","% of total patents",0.0373604890159849,20,"US - Texas
Indicator: % of total patents
Year: 1991
Value: 4%",20
"4875",1992,"16","Pharmaceuticals",NA,"US - Texas",NA,"US - Texas","regio","% of total patents",0.0246715838738961,20,"US - Texas
Indicator: % of total patents
Year: 1992
Value: 2%",20
"4876",1993,"16","Pharmaceuticals",NA,"US - Texas",NA,"US - Texas","regio","% of total patents",0.0375767269277617,20,"US - Texas
Indicator: % of total patents
Year: 1993
Value: 4%",20
"4877",1994,"16","Pharmaceuticals",NA,"US - Texas",NA,"US - Texas","regio","% of total patents",0.0332514597984986,20,"US - Texas
Indicator: % of total patents
Year: 1994
Value: 3%",20
"4878",1995,"16","Pharmaceuticals",NA,"US - Texas",NA,"US - Texas","regio","% of total patents",0.0363707576787528,20,"US - Texas
Indicator: % of total patents
Year: 1995
Value: 4%",20
"4879",1996,"16","Pharmaceuticals",NA,"US - Texas",NA,"US - Texas","regio","% of total patents",0.0713463745215826,20,"US - Texas
Indicator: % of total patents
Year: 1996
Value: 7%",20
"4880",1997,"16","Pharmaceuticals",NA,"US - Texas",NA,"US - Texas","regio","% of total patents",0.0455591956308596,20,"US - Texas
Indicator: % of total patents
Year: 1997
Value: 5%",20
"4881",1998,"16","Pharmaceuticals",NA,"US - Texas",NA,"US - Texas","regio","% of total patents",0.0798593109030518,20,"US - Texas
Indicator: % of total patents
Year: 1998
Value: 8%",20
"4882",1999,"16","Pharmaceuticals",NA,"US - Texas",NA,"US - Texas","regio","% of total patents",0.100900073672687,20,"US - Texas
Indicator: % of total patents
Year: 1999
Value: 10%",20
"4883",2000,"16","Pharmaceuticals",NA,"US - Texas",NA,"US - Texas","regio","% of total patents",0.0943416875093155,20,"US - Texas
Indicator: % of total patents
Year: 2000
Value: 9%",20
"4884",2001,"16","Pharmaceuticals",NA,"US - Texas",NA,"US - Texas","regio","% of total patents",0.123478636583746,20,"US - Texas
Indicator: % of total patents
Year: 2001
Value: 12%",20
"4885",2002,"16","Pharmaceuticals",NA,"US - Texas",NA,"US - Texas","regio","% of total patents",0.102325463357001,20,"US - Texas
Indicator: % of total patents
Year: 2002
Value: 10%",20
"4886",2003,"16","Pharmaceuticals",NA,"US - Texas",NA,"US - Texas","regio","% of total patents",0.0693411788953067,20,"US - Texas
Indicator: % of total patents
Year: 2003
Value: 7%",20
"4887",2004,"16","Pharmaceuticals",NA,"US - Texas",NA,"US - Texas","regio","% of total patents",0.065075916910466,20,"US - Texas
Indicator: % of total patents
Year: 2004
Value: 7%",20
"4888",2005,"16","Pharmaceuticals",NA,"US - Texas",NA,"US - Texas","regio","% of total patents",0.0740549114539329,20,"US - Texas
Indicator: % of total patents
Year: 2005
Value: 7%",20
"4889",2006,"16","Pharmaceuticals",NA,"US - Texas",NA,"US - Texas","regio","% of total patents",0.0942243668273023,20,"US - Texas
Indicator: % of total patents
Year: 2006
Value: 9%",20
"4890",2007,"16","Pharmaceuticals",NA,"US - Texas",NA,"US - Texas","regio","% of total patents",0.0927360183643233,20,"US - Texas
Indicator: % of total patents
Year: 2007
Value: 9%",20
"4891",2008,"16","Pharmaceuticals",NA,"US - Texas",NA,"US - Texas","regio","% of total patents",0.0739284691622638,20,"US - Texas
Indicator: % of total patents
Year: 2008
Value: 7%",20
"4892",2009,"16","Pharmaceuticals",NA,"US - Texas",NA,"US - Texas","regio","% of total patents",0.0981913834392049,20,"US - Texas
Indicator: % of total patents
Year: 2009
Value: 10%",20
"4893",2010,"16","Pharmaceuticals",NA,"US - Texas",NA,"US - Texas","regio","% of total patents",0.0592969030076137,20,"US - Texas
Indicator: % of total patents
Year: 2010
Value: 6%",20
"4894",2011,"16","Pharmaceuticals",NA,"US - Texas",NA,"US - Texas","regio","% of total patents",0.0852264509594873,20,"US - Texas
Indicator: % of total patents
Year: 2011
Value: 9%",20
"4895",2012,"16","Pharmaceuticals",NA,"US - Texas",NA,"US - Texas","regio","% of total patents",0.0910141464263882,20,"US - Texas
Indicator: % of total patents
Year: 2012
Value: 9%",20
"4896",2013,"16","Pharmaceuticals",NA,"US - Texas",NA,"US - Texas","regio","% of total patents",0.0920200001942068,20,"US - Texas
Indicator: % of total patents
Year: 2013
Value: 9%",20
"4897",2014,"16","Pharmaceuticals",NA,"US - Texas",NA,"US - Texas","regio","% of total patents",0.0609519491515206,20,"US - Texas
Indicator: % of total patents
Year: 2014
Value: 6%",20
"4898",2015,"16","Pharmaceuticals",NA,"US - Texas",NA,"US - Texas","regio","% of total patents",0.0727825094645765,20,"US - Texas
Indicator: % of total patents
Year: 2015
Value: 7%",20
"4899",1990,"16","Pharmaceuticals",NA,"US - Virginia",NA,"US - Virginia","regio","% of total patents",0.0551076648429105,67,"US - Virginia
Indicator: % of total patents
Year: 1990
Value: 6%",67
"4900",1991,"16","Pharmaceuticals",NA,"US - Virginia",NA,"US - Virginia","regio","% of total patents",0.0774636341957792,67,"US - Virginia
Indicator: % of total patents
Year: 1991
Value: 8%",67
"4901",1992,"16","Pharmaceuticals",NA,"US - Virginia",NA,"US - Virginia","regio","% of total patents",0.0535319138263416,67,"US - Virginia
Indicator: % of total patents
Year: 1992
Value: 5%",67
"4902",1993,"16","Pharmaceuticals",NA,"US - Virginia",NA,"US - Virginia","regio","% of total patents",0.0799713610315836,67,"US - Virginia
Indicator: % of total patents
Year: 1993
Value: 8%",67
"4903",1994,"16","Pharmaceuticals",NA,"US - Virginia",NA,"US - Virginia","regio","% of total patents",0.0760770400653809,67,"US - Virginia
Indicator: % of total patents
Year: 1994
Value: 8%",67
"4904",1995,"16","Pharmaceuticals",NA,"US - Virginia",NA,"US - Virginia","regio","% of total patents",0.0606760579200031,67,"US - Virginia
Indicator: % of total patents
Year: 1995
Value: 6%",67
"4905",1996,"16","Pharmaceuticals",NA,"US - Virginia",NA,"US - Virginia","regio","% of total patents",0.0736044739641903,67,"US - Virginia
Indicator: % of total patents
Year: 1996
Value: 7%",67
"4906",1997,"16","Pharmaceuticals",NA,"US - Virginia",NA,"US - Virginia","regio","% of total patents",0.0898933391243257,67,"US - Virginia
Indicator: % of total patents
Year: 1997
Value: 9%",67
"4907",1998,"16","Pharmaceuticals",NA,"US - Virginia",NA,"US - Virginia","regio","% of total patents",0.113001627946151,67,"US - Virginia
Indicator: % of total patents
Year: 1998
Value: 11%",67
"4908",1999,"16","Pharmaceuticals",NA,"US - Virginia",NA,"US - Virginia","regio","% of total patents",0.0900515215131943,67,"US - Virginia
Indicator: % of total patents
Year: 1999
Value: 9%",67
"4909",2000,"16","Pharmaceuticals",NA,"US - Virginia",NA,"US - Virginia","regio","% of total patents",0.0702496050384716,67,"US - Virginia
Indicator: % of total patents
Year: 2000
Value: 7%",67
"4910",2001,"16","Pharmaceuticals",NA,"US - Virginia",NA,"US - Virginia","regio","% of total patents",0.101218850766997,67,"US - Virginia
Indicator: % of total patents
Year: 2001
Value: 10%",67
"4911",2002,"16","Pharmaceuticals",NA,"US - Virginia",NA,"US - Virginia","regio","% of total patents",0.141409907720188,67,"US - Virginia
Indicator: % of total patents
Year: 2002
Value: 14%",67
"4912",2003,"16","Pharmaceuticals",NA,"US - Virginia",NA,"US - Virginia","regio","% of total patents",0.114843711645135,67,"US - Virginia
Indicator: % of total patents
Year: 2003
Value: 11%",67
"4913",2004,"16","Pharmaceuticals",NA,"US - Virginia",NA,"US - Virginia","regio","% of total patents",0.0928252344926993,67,"US - Virginia
Indicator: % of total patents
Year: 2004
Value: 9%",67
"4914",2005,"16","Pharmaceuticals",NA,"US - Virginia",NA,"US - Virginia","regio","% of total patents",0.0752050219469124,67,"US - Virginia
Indicator: % of total patents
Year: 2005
Value: 8%",67
"4915",2006,"16","Pharmaceuticals",NA,"US - Virginia",NA,"US - Virginia","regio","% of total patents",0.106401995985768,67,"US - Virginia
Indicator: % of total patents
Year: 2006
Value: 11%",67
"4916",2007,"16","Pharmaceuticals",NA,"US - Virginia",NA,"US - Virginia","regio","% of total patents",0.0623552042750738,67,"US - Virginia
Indicator: % of total patents
Year: 2007
Value: 6%",67
"4917",2008,"16","Pharmaceuticals",NA,"US - Virginia",NA,"US - Virginia","regio","% of total patents",0.0352136952265735,67,"US - Virginia
Indicator: % of total patents
Year: 2008
Value: 4%",67
"4918",2009,"16","Pharmaceuticals",NA,"US - Virginia",NA,"US - Virginia","regio","% of total patents",0.0907220454532525,67,"US - Virginia
Indicator: % of total patents
Year: 2009
Value: 9%",67
"4919",2010,"16","Pharmaceuticals",NA,"US - Virginia",NA,"US - Virginia","regio","% of total patents",0.0657205842501629,67,"US - Virginia
Indicator: % of total patents
Year: 2010
Value: 7%",67
"4920",2011,"16","Pharmaceuticals",NA,"US - Virginia",NA,"US - Virginia","regio","% of total patents",0.0627904110042636,67,"US - Virginia
Indicator: % of total patents
Year: 2011
Value: 6%",67
"4921",2012,"16","Pharmaceuticals",NA,"US - Virginia",NA,"US - Virginia","regio","% of total patents",0.0250004719048808,67,"US - Virginia
Indicator: % of total patents
Year: 2012
Value: 3%",67
"4922",2013,"16","Pharmaceuticals",NA,"US - Virginia",NA,"US - Virginia","regio","% of total patents",0.0582740178994186,67,"US - Virginia
Indicator: % of total patents
Year: 2013
Value: 6%",67
"4923",2014,"16","Pharmaceuticals",NA,"US - Virginia",NA,"US - Virginia","regio","% of total patents",0.0544645424574007,67,"US - Virginia
Indicator: % of total patents
Year: 2014
Value: 5%",67
"4924",2015,"16","Pharmaceuticals",NA,"US - Virginia",NA,"US - Virginia","regio","% of total patents",0.0854061435105477,67,"US - Virginia
Indicator: % of total patents
Year: 2015
Value: 9%",67
"4925",1990,"16","Pharmaceuticals",NA,"US - Washington",NA,"US - Washington","regio","% of total patents",0.0689991641776155,22,"US - Washington
Indicator: % of total patents
Year: 1990
Value: 7%",22
"4926",1991,"16","Pharmaceuticals",NA,"US - Washington",NA,"US - Washington","regio","% of total patents",0.0988385616151592,22,"US - Washington
Indicator: % of total patents
Year: 1991
Value: 10%",22
"4927",1992,"16","Pharmaceuticals",NA,"US - Washington",NA,"US - Washington","regio","% of total patents",0.0614642284462303,22,"US - Washington
Indicator: % of total patents
Year: 1992
Value: 6%",22
"4928",1993,"16","Pharmaceuticals",NA,"US - Washington",NA,"US - Washington","regio","% of total patents",0.124834560190349,22,"US - Washington
Indicator: % of total patents
Year: 1993
Value: 12%",22
"4929",1994,"16","Pharmaceuticals",NA,"US - Washington",NA,"US - Washington","regio","% of total patents",0.0785637601130089,22,"US - Washington
Indicator: % of total patents
Year: 1994
Value: 8%",22
"4930",1995,"16","Pharmaceuticals",NA,"US - Washington",NA,"US - Washington","regio","% of total patents",0.12253043896815,22,"US - Washington
Indicator: % of total patents
Year: 1995
Value: 12%",22
"4931",1996,"16","Pharmaceuticals",NA,"US - Washington",NA,"US - Washington","regio","% of total patents",0.0793732455139067,22,"US - Washington
Indicator: % of total patents
Year: 1996
Value: 8%",22
"4932",1997,"16","Pharmaceuticals",NA,"US - Washington",NA,"US - Washington","regio","% of total patents",0.106374749677766,22,"US - Washington
Indicator: % of total patents
Year: 1997
Value: 11%",22
"4933",1998,"16","Pharmaceuticals",NA,"US - Washington",NA,"US - Washington","regio","% of total patents",0.0945846382670695,22,"US - Washington
Indicator: % of total patents
Year: 1998
Value: 9%",22
"4934",1999,"16","Pharmaceuticals",NA,"US - Washington",NA,"US - Washington","regio","% of total patents",0.207706612288693,22,"US - Washington
Indicator: % of total patents
Year: 1999
Value: 21%",22
"4935",2000,"16","Pharmaceuticals",NA,"US - Washington",NA,"US - Washington","regio","% of total patents",0.175269658252725,22,"US - Washington
Indicator: % of total patents
Year: 2000
Value: 18%",22
"4936",2001,"16","Pharmaceuticals",NA,"US - Washington",NA,"US - Washington","regio","% of total patents",0.132715177582819,22,"US - Washington
Indicator: % of total patents
Year: 2001
Value: 13%",22
"4937",2002,"16","Pharmaceuticals",NA,"US - Washington",NA,"US - Washington","regio","% of total patents",0.0789015470517241,22,"US - Washington
Indicator: % of total patents
Year: 2002
Value: 8%",22
"4938",2003,"16","Pharmaceuticals",NA,"US - Washington",NA,"US - Washington","regio","% of total patents",0.0508424664318131,22,"US - Washington
Indicator: % of total patents
Year: 2003
Value: 5%",22
"4939",2004,"16","Pharmaceuticals",NA,"US - Washington",NA,"US - Washington","regio","% of total patents",0.0322357883187007,22,"US - Washington
Indicator: % of total patents
Year: 2004
Value: 3%",22
"4940",2005,"16","Pharmaceuticals",NA,"US - Washington",NA,"US - Washington","regio","% of total patents",0.0375861553640832,22,"US - Washington
Indicator: % of total patents
Year: 2005
Value: 4%",22
"4941",2006,"16","Pharmaceuticals",NA,"US - Washington",NA,"US - Washington","regio","% of total patents",0.0997668084118578,22,"US - Washington
Indicator: % of total patents
Year: 2006
Value: 10%",22
"4942",2007,"16","Pharmaceuticals",NA,"US - Washington",NA,"US - Washington","regio","% of total patents",0.0685464452850615,22,"US - Washington
Indicator: % of total patents
Year: 2007
Value: 7%",22
"4943",2008,"16","Pharmaceuticals",NA,"US - Washington",NA,"US - Washington","regio","% of total patents",0.0735550937796332,22,"US - Washington
Indicator: % of total patents
Year: 2008
Value: 7%",22
"4944",2009,"16","Pharmaceuticals",NA,"US - Washington",NA,"US - Washington","regio","% of total patents",0.0423334873358886,22,"US - Washington
Indicator: % of total patents
Year: 2009
Value: 4%",22
"4945",2010,"16","Pharmaceuticals",NA,"US - Washington",NA,"US - Washington","regio","% of total patents",0.0765681723599083,22,"US - Washington
Indicator: % of total patents
Year: 2010
Value: 8%",22
"4946",2011,"16","Pharmaceuticals",NA,"US - Washington",NA,"US - Washington","regio","% of total patents",0.0354437070680312,22,"US - Washington
Indicator: % of total patents
Year: 2011
Value: 4%",22
"4947",2012,"16","Pharmaceuticals",NA,"US - Washington",NA,"US - Washington","regio","% of total patents",0.0385892711703272,22,"US - Washington
Indicator: % of total patents
Year: 2012
Value: 4%",22
"4948",2013,"16","Pharmaceuticals",NA,"US - Washington",NA,"US - Washington","regio","% of total patents",0.0519202455296635,22,"US - Washington
Indicator: % of total patents
Year: 2013
Value: 5%",22
"4949",2014,"16","Pharmaceuticals",NA,"US - Washington",NA,"US - Washington","regio","% of total patents",0.04256315742554,22,"US - Washington
Indicator: % of total patents
Year: 2014
Value: 4%",22
"4950",2015,"16","Pharmaceuticals",NA,"US - Washington",NA,"US - Washington","regio","% of total patents",0.093469083081832,22,"US - Washington
Indicator: % of total patents
Year: 2015
Value: 9%",22
"4951",1990,"16","Pharmaceuticals",NA,"US - Wisconsin",NA,"US - Wisconsin","regio","% of total patents",0.031772514571995,52,"US - Wisconsin
Indicator: % of total patents
Year: 1990
Value: 3%",52
"4952",1991,"16","Pharmaceuticals",NA,"US - Wisconsin",NA,"US - Wisconsin","regio","% of total patents",0.0282485961289971,52,"US - Wisconsin
Indicator: % of total patents
Year: 1991
Value: 3%",52
"4953",1992,"16","Pharmaceuticals",NA,"US - Wisconsin",NA,"US - Wisconsin","regio","% of total patents",0.0676966930618733,52,"US - Wisconsin
Indicator: % of total patents
Year: 1992
Value: 7%",52
"4954",1993,"16","Pharmaceuticals",NA,"US - Wisconsin",NA,"US - Wisconsin","regio","% of total patents",0.0578005859852256,52,"US - Wisconsin
Indicator: % of total patents
Year: 1993
Value: 6%",52
"4955",1994,"16","Pharmaceuticals",NA,"US - Wisconsin",NA,"US - Wisconsin","regio","% of total patents",0.0626379081185217,52,"US - Wisconsin
Indicator: % of total patents
Year: 1994
Value: 6%",52
"4956",1995,"16","Pharmaceuticals",NA,"US - Wisconsin",NA,"US - Wisconsin","regio","% of total patents",0.0585089561941704,52,"US - Wisconsin
Indicator: % of total patents
Year: 1995
Value: 6%",52
"4957",1996,"16","Pharmaceuticals",NA,"US - Wisconsin",NA,"US - Wisconsin","regio","% of total patents",0.0872377735776864,52,"US - Wisconsin
Indicator: % of total patents
Year: 1996
Value: 9%",52
"4958",1997,"16","Pharmaceuticals",NA,"US - Wisconsin",NA,"US - Wisconsin","regio","% of total patents",0.084669369834088,52,"US - Wisconsin
Indicator: % of total patents
Year: 1997
Value: 8%",52
"4959",1998,"16","Pharmaceuticals",NA,"US - Wisconsin",NA,"US - Wisconsin","regio","% of total patents",0.0715770349017845,52,"US - Wisconsin
Indicator: % of total patents
Year: 1998
Value: 7%",52
"4960",1999,"16","Pharmaceuticals",NA,"US - Wisconsin",NA,"US - Wisconsin","regio","% of total patents",0.081475184670518,52,"US - Wisconsin
Indicator: % of total patents
Year: 1999
Value: 8%",52
"4961",2000,"16","Pharmaceuticals",NA,"US - Wisconsin",NA,"US - Wisconsin","regio","% of total patents",0.0688291541408659,52,"US - Wisconsin
Indicator: % of total patents
Year: 2000
Value: 7%",52
"4962",2001,"16","Pharmaceuticals",NA,"US - Wisconsin",NA,"US - Wisconsin","regio","% of total patents",0.0642303854322876,52,"US - Wisconsin
Indicator: % of total patents
Year: 2001
Value: 6%",52
"4963",2002,"16","Pharmaceuticals",NA,"US - Wisconsin",NA,"US - Wisconsin","regio","% of total patents",0.066049850435599,52,"US - Wisconsin
Indicator: % of total patents
Year: 2002
Value: 7%",52
"4964",2003,"16","Pharmaceuticals",NA,"US - Wisconsin",NA,"US - Wisconsin","regio","% of total patents",0.0821136204712661,52,"US - Wisconsin
Indicator: % of total patents
Year: 2003
Value: 8%",52
"4965",2004,"16","Pharmaceuticals",NA,"US - Wisconsin",NA,"US - Wisconsin","regio","% of total patents",0.115806444838131,52,"US - Wisconsin
Indicator: % of total patents
Year: 2004
Value: 12%",52
"4966",2005,"16","Pharmaceuticals",NA,"US - Wisconsin",NA,"US - Wisconsin","regio","% of total patents",0.0895228090374987,52,"US - Wisconsin
Indicator: % of total patents
Year: 2005
Value: 9%",52
"4967",2006,"16","Pharmaceuticals",NA,"US - Wisconsin",NA,"US - Wisconsin","regio","% of total patents",0.147029001615758,52,"US - Wisconsin
Indicator: % of total patents
Year: 2006
Value: 15%",52
"4968",2007,"16","Pharmaceuticals",NA,"US - Wisconsin",NA,"US - Wisconsin","regio","% of total patents",0.124773444470234,52,"US - Wisconsin
Indicator: % of total patents
Year: 2007
Value: 12%",52
"4969",2008,"16","Pharmaceuticals",NA,"US - Wisconsin",NA,"US - Wisconsin","regio","% of total patents",0.155763581753156,52,"US - Wisconsin
Indicator: % of total patents
Year: 2008
Value: 16%",52
"4970",2009,"16","Pharmaceuticals",NA,"US - Wisconsin",NA,"US - Wisconsin","regio","% of total patents",0.164468186710327,52,"US - Wisconsin
Indicator: % of total patents
Year: 2009
Value: 16%",52
"4971",2010,"16","Pharmaceuticals",NA,"US - Wisconsin",NA,"US - Wisconsin","regio","% of total patents",0.116101564278579,52,"US - Wisconsin
Indicator: % of total patents
Year: 2010
Value: 12%",52
"4972",2011,"16","Pharmaceuticals",NA,"US - Wisconsin",NA,"US - Wisconsin","regio","% of total patents",0.123285144581566,52,"US - Wisconsin
Indicator: % of total patents
Year: 2011
Value: 12%",52
"4973",2012,"16","Pharmaceuticals",NA,"US - Wisconsin",NA,"US - Wisconsin","regio","% of total patents",0.0729536435563575,52,"US - Wisconsin
Indicator: % of total patents
Year: 2012
Value: 7%",52
"4974",2013,"16","Pharmaceuticals",NA,"US - Wisconsin",NA,"US - Wisconsin","regio","% of total patents",0.0545498014196883,52,"US - Wisconsin
Indicator: % of total patents
Year: 2013
Value: 5%",52
"4975",2014,"16","Pharmaceuticals",NA,"US - Wisconsin",NA,"US - Wisconsin","regio","% of total patents",0.0788351714527796,52,"US - Wisconsin
Indicator: % of total patents
Year: 2014
Value: 8%",52
"4976",2015,"16","Pharmaceuticals",NA,"US - Wisconsin",NA,"US - Wisconsin","regio","% of total patents",0.0719273279724536,52,"US - Wisconsin
Indicator: % of total patents
Year: 2015
Value: 7%",52
"4977",1991,"16","Pharmaceuticals",NA,NA,NA,"Africa","conti","RCA of pharma patents",1.75923129313594,5,"Africa
Indicator: RCA of pharma patents
Year: 1991
Value: 1.76",5
"4978",1992,"16","Pharmaceuticals",NA,NA,NA,"Africa","conti","RCA of pharma patents",1.47325082317882,5,"Africa
Indicator: RCA of pharma patents
Year: 1992
Value: 1.47",5
"4979",1993,"16","Pharmaceuticals",NA,NA,NA,"Africa","conti","RCA of pharma patents",1.02547655375057,5,"Africa
Indicator: RCA of pharma patents
Year: 1993
Value: 1.03",5
"4980",1994,"16","Pharmaceuticals",NA,NA,NA,"Africa","conti","RCA of pharma patents",1.24305757467468,5,"Africa
Indicator: RCA of pharma patents
Year: 1994
Value: 1.24",5
"4981",1995,"16","Pharmaceuticals",NA,NA,NA,"Africa","conti","RCA of pharma patents",1.80473095588856,5,"Africa
Indicator: RCA of pharma patents
Year: 1995
Value: 1.8",5
"4982",1996,"16","Pharmaceuticals",NA,NA,NA,"Africa","conti","RCA of pharma patents",2.07364103939123,5,"Africa
Indicator: RCA of pharma patents
Year: 1996
Value: 2.07",5
"4983",1997,"16","Pharmaceuticals",NA,NA,NA,"Africa","conti","RCA of pharma patents",1.57930156479579,5,"Africa
Indicator: RCA of pharma patents
Year: 1997
Value: 1.58",5
"4984",1998,"16","Pharmaceuticals",NA,NA,NA,"Africa","conti","RCA of pharma patents",0.727337364721745,5,"Africa
Indicator: RCA of pharma patents
Year: 1998
Value: 0.73",5
"4985",1999,"16","Pharmaceuticals",NA,NA,NA,"Africa","conti","RCA of pharma patents",1.33464566739531,5,"Africa
Indicator: RCA of pharma patents
Year: 1999
Value: 1.33",5
"4986",2000,"16","Pharmaceuticals",NA,NA,NA,"Africa","conti","RCA of pharma patents",0.694879427768059,5,"Africa
Indicator: RCA of pharma patents
Year: 2000
Value: 0.69",5
"4987",2001,"16","Pharmaceuticals",NA,NA,NA,"Africa","conti","RCA of pharma patents",1.21838357643075,5,"Africa
Indicator: RCA of pharma patents
Year: 2001
Value: 1.22",5
"4988",2002,"16","Pharmaceuticals",NA,NA,NA,"Africa","conti","RCA of pharma patents",1.3107611334105,5,"Africa
Indicator: RCA of pharma patents
Year: 2002
Value: 1.31",5
"4989",2003,"16","Pharmaceuticals",NA,NA,NA,"Africa","conti","RCA of pharma patents",0.779365900888355,5,"Africa
Indicator: RCA of pharma patents
Year: 2003
Value: 0.78",5
"4990",2004,"16","Pharmaceuticals",NA,NA,NA,"Africa","conti","RCA of pharma patents",0.492342182571332,5,"Africa
Indicator: RCA of pharma patents
Year: 2004
Value: 0.49",5
"4991",2005,"16","Pharmaceuticals",NA,NA,NA,"Africa","conti","RCA of pharma patents",1.73456172013781,5,"Africa
Indicator: RCA of pharma patents
Year: 2005
Value: 1.73",5
"4992",2006,"16","Pharmaceuticals",NA,NA,NA,"Africa","conti","RCA of pharma patents",0.306161181199091,5,"Africa
Indicator: RCA of pharma patents
Year: 2006
Value: 0.31",5
"4993",2007,"16","Pharmaceuticals",NA,NA,NA,"Africa","conti","RCA of pharma patents",1.40231472173231,5,"Africa
Indicator: RCA of pharma patents
Year: 2007
Value: 1.4",5
"4994",2008,"16","Pharmaceuticals",NA,NA,NA,"Africa","conti","RCA of pharma patents",1.07436985637105,5,"Africa
Indicator: RCA of pharma patents
Year: 2008
Value: 1.07",5
"4995",2009,"16","Pharmaceuticals",NA,NA,NA,"Africa","conti","RCA of pharma patents",0.153656363441547,5,"Africa
Indicator: RCA of pharma patents
Year: 2009
Value: 0.15",5
"4996",2010,"16","Pharmaceuticals",NA,NA,NA,"Africa","conti","RCA of pharma patents",1.89083423429671,5,"Africa
Indicator: RCA of pharma patents
Year: 2010
Value: 1.89",5
"4997",2011,"16","Pharmaceuticals",NA,NA,NA,"Africa","conti","RCA of pharma patents",0.609585700849846,5,"Africa
Indicator: RCA of pharma patents
Year: 2011
Value: 0.61",5
"4998",2012,"16","Pharmaceuticals",NA,NA,NA,"Africa","conti","RCA of pharma patents",0.736869469685022,5,"Africa
Indicator: RCA of pharma patents
Year: 2012
Value: 0.74",5
"4999",2013,"16","Pharmaceuticals",NA,NA,NA,"Africa","conti","RCA of pharma patents",1.70589815056443,5,"Africa
Indicator: RCA of pharma patents
Year: 2013
Value: 1.71",5
"5000",2014,"16","Pharmaceuticals",NA,NA,NA,"Africa","conti","RCA of pharma patents",0.738857894696994,5,"Africa
Indicator: RCA of pharma patents
Year: 2014
Value: 0.74",5
"5001",2015,"16","Pharmaceuticals",NA,NA,NA,"Africa","conti","RCA of pharma patents",1.15391374452873,5,"Africa
Indicator: RCA of pharma patents
Year: 2015
Value: 1.15",5
"5002",1990,"16","Pharmaceuticals",NA,NA,NA,"Americas","conti","RCA of pharma patents",1.25533245923406,1,"Americas
Indicator: RCA of pharma patents
Year: 1990
Value: 1.26",1
"5003",1991,"16","Pharmaceuticals",NA,NA,NA,"Americas","conti","RCA of pharma patents",1.24206208441325,1,"Americas
Indicator: RCA of pharma patents
Year: 1991
Value: 1.24",1
