"","ind.code","year","variable","value","ind.name","Industry"
"626","24",2001,"GVA percentage change",2.89597549680062,"Basic metals","Basic metals
Indicator: GVA percentage change
Year: 2001
Value: 2.9%"
"627","24",2002,"GVA percentage change",-5.10970144654481,"Basic metals","Basic metals
Indicator: GVA percentage change
Year: 2002
Value: -5.11%"
"628","24",2003,"GVA percentage change",-5.25350410117679,"Basic metals","Basic metals
Indicator: GVA percentage change
Year: 2003
Value: -5.25%"
"629","24",2004,"GVA percentage change",6.40775995565879,"Basic metals","Basic metals
Indicator: GVA percentage change
Year: 2004
Value: 6.41%"
"630","24",2005,"GVA percentage change",3.63004165467279,"Basic metals","Basic metals
Indicator: GVA percentage change
Year: 2005
Value: 3.63%"
"631","24",2006,"GVA percentage change",16.6385033606664,"Basic metals","Basic metals
Indicator: GVA percentage change
Year: 2006
Value: 16.64%"
"632","24",2007,"GVA percentage change",8.54329040593151,"Basic metals","Basic metals
Indicator: GVA percentage change
Year: 2007
Value: 8.54%"
"633","24",2008,"GVA percentage change",-0.84265389747605,"Basic metals","Basic metals
Indicator: GVA percentage change
Year: 2008
Value: -0.84%"
"634","24",2009,"GVA percentage change",-46.0299392230548,"Basic metals","Basic metals
Indicator: GVA percentage change
Year: 2009
Value: -46.03%"
"635","24",2010,"GVA percentage change",18.2695579584366,"Basic metals","Basic metals
Indicator: GVA percentage change
Year: 2010
Value: 18.27%"
"636","24",2011,"GVA percentage change",6.30208823289088,"Basic metals","Basic metals
Indicator: GVA percentage change
Year: 2011
Value: 6.3%"
"637","24",2012,"GVA percentage change",-11.3337239874266,"Basic metals","Basic metals
Indicator: GVA percentage change
Year: 2012
Value: -11.33%"
"638","24",2013,"GVA percentage change",-2.81563895673406,"Basic metals","Basic metals
Indicator: GVA percentage change
Year: 2013
Value: -2.82%"
"639","24",2014,"GVA percentage change",1.02303724272362,"Basic metals","Basic metals
Indicator: GVA percentage change
Year: 2014
Value: 1.02%"
"640","24",2015,"GVA percentage change",-7.78720086965741,"Basic metals","Basic metals
Indicator: GVA percentage change
Year: 2015
Value: -7.79%"
"641","24",2016,"GVA percentage change",0.109716132664575,"Basic metals","Basic metals
Indicator: GVA percentage change
Year: 2016
Value: 0.11%"
"642","24",2017,"GVA percentage change",3.68243884005105,"Basic metals","Basic metals
Indicator: GVA percentage change
Year: 2017
Value: 3.68%"
"643","24",2018,"GVA percentage change",3.15238594760004,"Basic metals","Basic metals
Indicator: GVA percentage change
Year: 2018
Value: 3.15%"
"644","24",2019,"GVA percentage change",-1.27494267380343,"Basic metals","Basic metals
Indicator: GVA percentage change
Year: 2019
Value: -1.27%"
"645","24",1997,"GVA in millions CHF",2204.91842256983,"Basic metals","Basic metals
Indicator: GVA in millions CHF
Year: 1997
Value: 2204.92 million CHF"
"646","24",1998,"GVA in millions CHF",2145.10794701476,"Basic metals","Basic metals
Indicator: GVA in millions CHF
Year: 1998
Value: 2145.11 million CHF"
"647","24",1999,"GVA in millions CHF",2111.51922927163,"Basic metals","Basic metals
Indicator: GVA in millions CHF
Year: 1999
Value: 2111.52 million CHF"
"648","24",2000,"GVA in millions CHF",2166.94272101803,"Basic metals","Basic metals
Indicator: GVA in millions CHF
Year: 2000
Value: 2166.94 million CHF"
"649","24",2001,"GVA in millions CHF",2229.69685124841,"Basic metals","Basic metals
Indicator: GVA in millions CHF
Year: 2001
Value: 2229.7 million CHF"
"650","24",2002,"GVA in millions CHF",2115.76599898661,"Basic metals","Basic metals
Indicator: GVA in millions CHF
Year: 2002
Value: 2115.77 million CHF"
"651","24",2003,"GVA in millions CHF",2004.61414545854,"Basic metals","Basic metals
Indicator: GVA in millions CHF
Year: 2003
Value: 2004.61 million CHF"
"652","24",2004,"GVA in millions CHF",2133.06500793671,"Basic metals","Basic metals
Indicator: GVA in millions CHF
Year: 2004
Value: 2133.07 million CHF"
"653","24",2005,"GVA in millions CHF",2210.49615624606,"Basic metals","Basic metals
Indicator: GVA in millions CHF
Year: 2005
Value: 2210.5 million CHF"
"654","24",2006,"GVA in millions CHF",2578.28963349046,"Basic metals","Basic metals
Indicator: GVA in millions CHF
Year: 2006
Value: 2578.29 million CHF"
"655","24",2007,"GVA in millions CHF",2798.56040438558,"Basic metals","Basic metals
Indicator: GVA in millions CHF
Year: 2007
Value: 2798.56 million CHF"
"656","24",2008,"GVA in millions CHF",2774.97822606481,"Basic metals","Basic metals
Indicator: GVA in millions CHF
Year: 2008
Value: 2774.98 million CHF"
"657","24",2009,"GVA in millions CHF",1497.65743515417,"Basic metals","Basic metals
Indicator: GVA in millions CHF
Year: 2009
Value: 1497.66 million CHF"
"658","24",2010,"GVA in millions CHF",1771.2728282885,"Basic metals","Basic metals
Indicator: GVA in millions CHF
Year: 2010
Value: 1771.27 million CHF"
"659","24",2011,"GVA in millions CHF",1882.90000477246,"Basic metals","Basic metals
Indicator: GVA in millions CHF
Year: 2011
Value: 1882.9 million CHF"
"660","24",2012,"GVA in millions CHF",1669.49731527231,"Basic metals","Basic metals
Indicator: GVA in millions CHF
Year: 2012
Value: 1669.5 million CHF"
"661","24",2013,"GVA in millions CHF",1622.49029848187,"Basic metals","Basic metals
Indicator: GVA in millions CHF
Year: 2013
Value: 1622.49 million CHF"
"662","24",2014,"GVA in millions CHF",1639.08897849492,"Basic metals","Basic metals
Indicator: GVA in millions CHF
Year: 2014
Value: 1639.09 million CHF"
"663","24",2015,"GVA in millions CHF",1511.4498273071,"Basic metals","Basic metals
Indicator: GVA in millions CHF
Year: 2015
Value: 1511.45 million CHF"
"664","24",2016,"GVA in millions CHF",1513.10813160479,"Basic metals","Basic metals
Indicator: GVA in millions CHF
Year: 2016
Value: 1513.11 million CHF"
"665","24",2017,"GVA in millions CHF",1568.82741313498,"Basic metals","Basic metals
Indicator: GVA in millions CHF
Year: 2017
Value: 1568.83 million CHF"
"666","24",2018,"GVA in millions CHF",1618.28290804874,"Basic metals","Basic metals
Indicator: GVA in millions CHF
Year: 2018
Value: 1618.28 million CHF"
"667","24",2019,"GVA in millions CHF",1597.65072867116,"Basic metals","Basic metals
Indicator: GVA in millions CHF
Year: 2019
Value: 1597.65 million CHF"
"668","24",1997,"Share in GDP",0.531041439142086,"Basic metals","Basic metals
Indicator: Share in GDP
Year: 1997
Value: 0.53%"
"669","24",1998,"Share in GDP",0.503204898285888,"Basic metals","Basic metals
Indicator: Share in GDP
Year: 1998
Value: 0.5%"
"670","24",1999,"Share in GDP",0.490559763710579,"Basic metals","Basic metals
Indicator: Share in GDP
Year: 1999
Value: 0.49%"
"671","24",2000,"Share in GDP",0.47957613842746,"Basic metals","Basic metals
Indicator: Share in GDP
Year: 2000
Value: 0.48%"
"672","24",2001,"Share in GDP",0.479631587534904,"Basic metals","Basic metals
Indicator: Share in GDP
Year: 2001
Value: 0.48%"
"673","24",2002,"Share in GDP",0.454736069118566,"Basic metals","Basic metals
Indicator: Share in GDP
Year: 2002
Value: 0.45%"
"674","24",2003,"Share in GDP",0.425782057023929,"Basic metals","Basic metals
Indicator: Share in GDP
Year: 2003
Value: 0.43%"
"675","24",2004,"Share in GDP",0.439679668425815,"Basic metals","Basic metals
Indicator: Share in GDP
Year: 2004
Value: 0.44%"
"676","24",2005,"Share in GDP",0.438346251832164,"Basic metals","Basic metals
Indicator: Share in GDP
Year: 2005
Value: 0.44%"
"677","24",2006,"Share in GDP",0.481390883343495,"Basic metals","Basic metals
Indicator: Share in GDP
Year: 2006
Value: 0.48%"
"678","24",2007,"Share in GDP",0.490877265664253,"Basic metals","Basic metals
Indicator: Share in GDP
Year: 2007
Value: 0.49%"
"679","24",2008,"Share in GDP",0.466403169144529,"Basic metals","Basic metals
Indicator: Share in GDP
Year: 2008
Value: 0.47%"
"680","24",2009,"Share in GDP",0.255506270519909,"Basic metals","Basic metals
Indicator: Share in GDP
Year: 2009
Value: 0.26%"
"681","24",2010,"Share in GDP",0.291892457323712,"Basic metals","Basic metals
Indicator: Share in GDP
Year: 2010
Value: 0.29%"
"682","24",2011,"Share in GDP",0.304248690658062,"Basic metals","Basic metals
Indicator: Share in GDP
Year: 2011
Value: 0.3%"
"683","24",2012,"Share in GDP",0.265883626259186,"Basic metals","Basic metals
Indicator: Share in GDP
Year: 2012
Value: 0.27%"
"684","24",2013,"Share in GDP",0.253756913512548,"Basic metals","Basic metals
Indicator: Share in GDP
Year: 2013
Value: 0.25%"
"685","24",2014,"Share in GDP",0.251627198419865,"Basic metals","Basic metals
Indicator: Share in GDP
Year: 2014
Value: 0.25%"
"686","24",2015,"Share in GDP",0.230841879491392,"Basic metals","Basic metals
Indicator: Share in GDP
Year: 2015
Value: 0.23%"
"687","24",2016,"Share in GDP",0.22748531780399,"Basic metals","Basic metals
Indicator: Share in GDP
Year: 2016
Value: 0.23%"
"688","24",2017,"Share in GDP",0.233199392896731,"Basic metals","Basic metals
Indicator: Share in GDP
Year: 2017
Value: 0.23%"
"689","24",2018,"Share in GDP",0.23143297413856,"Basic metals","Basic metals
Indicator: Share in GDP
Year: 2018
Value: 0.23%"
"690","24",2019,"Share in GDP",0.226058070288867,"Basic metals","Basic metals
Indicator: Share in GDP
Year: 2019
Value: 0.23%"
"691","25",1997,"GVA percentage change",NA,"Fabricated metal products, except machinery and equipment","Fabricated metal products, except machinery and equipment
Indicator: GVA percentage change
Year: 1997
Value: NA%"
"692","25",1998,"GVA percentage change",1.16538451141034,"Fabricated metal products, except machinery and equipment","Fabricated metal products, except machinery and equipment
Indicator: GVA percentage change
Year: 1998
Value: 1.17%"
"693","25",1999,"GVA percentage change",0.276710302139183,"Fabricated metal products, except machinery and equipment","Fabricated metal products, except machinery and equipment
Indicator: GVA percentage change
Year: 1999
Value: 0.28%"
"694","25",2000,"GVA percentage change",1.83451026990764,"Fabricated metal products, except machinery and equipment","Fabricated metal products, except machinery and equipment
Indicator: GVA percentage change
Year: 2000
Value: 1.83%"
"695","25",2001,"GVA percentage change",4.52696284792119,"Fabricated metal products, except machinery and equipment","Fabricated metal products, except machinery and equipment
Indicator: GVA percentage change
Year: 2001
Value: 4.53%"
"696","25",2002,"GVA percentage change",-3.71965559446958,"Fabricated metal products, except machinery and equipment","Fabricated metal products, except machinery and equipment
Indicator: GVA percentage change
Year: 2002
Value: -3.72%"
"697","25",2003,"GVA percentage change",-1.69654233388269,"Fabricated metal products, except machinery and equipment","Fabricated metal products, except machinery and equipment
Indicator: GVA percentage change
Year: 2003
Value: -1.7%"
"698","25",2004,"GVA percentage change",-0.0222064348974191,"Fabricated metal products, except machinery and equipment","Fabricated metal products, except machinery and equipment
Indicator: GVA percentage change
Year: 2004
Value: -0.02%"
"699","25",2005,"GVA percentage change",3.94074128673199,"Fabricated metal products, except machinery and equipment","Fabricated metal products, except machinery and equipment
Indicator: GVA percentage change
Year: 2005
Value: 3.94%"
"700","25",2006,"GVA percentage change",8.62669595738344,"Fabricated metal products, except machinery and equipment","Fabricated metal products, except machinery and equipment
Indicator: GVA percentage change
Year: 2006
Value: 8.63%"
"701","25",2007,"GVA percentage change",9.73326118899375,"Fabricated metal products, except machinery and equipment","Fabricated metal products, except machinery and equipment
Indicator: GVA percentage change
Year: 2007
Value: 9.73%"
"702","25",2008,"GVA percentage change",6.63618275395635,"Fabricated metal products, except machinery and equipment","Fabricated metal products, except machinery and equipment
Indicator: GVA percentage change
Year: 2008
Value: 6.64%"
"703","25",2009,"GVA percentage change",-11.6639387427631,"Fabricated metal products, except machinery and equipment","Fabricated metal products, except machinery and equipment
Indicator: GVA percentage change
Year: 2009
Value: -11.66%"
"704","25",2010,"GVA percentage change",6.98114082667912,"Fabricated metal products, except machinery and equipment","Fabricated metal products, except machinery and equipment
Indicator: GVA percentage change
Year: 2010
Value: 6.98%"
"705","25",2011,"GVA percentage change",4.58012409817521,"Fabricated metal products, except machinery and equipment","Fabricated metal products, except machinery and equipment
Indicator: GVA percentage change
Year: 2011
Value: 4.58%"
"706","25",2012,"GVA percentage change",-5.90582501729303,"Fabricated metal products, except machinery and equipment","Fabricated metal products, except machinery and equipment
Indicator: GVA percentage change
Year: 2012
Value: -5.91%"
"707","25",2013,"GVA percentage change",-0.83549751027295,"Fabricated metal products, except machinery and equipment","Fabricated metal products, except machinery and equipment
Indicator: GVA percentage change
Year: 2013
Value: -0.84%"
"708","25",2014,"GVA percentage change",-0.379338443860674,"Fabricated metal products, except machinery and equipment","Fabricated metal products, except machinery and equipment
Indicator: GVA percentage change
Year: 2014
Value: -0.38%"
"709","25",2015,"GVA percentage change",-3.28967964472478,"Fabricated metal products, except machinery and equipment","Fabricated metal products, except machinery and equipment
Indicator: GVA percentage change
Year: 2015
Value: -3.29%"
"710","25",2016,"GVA percentage change",-1.07717028508241,"Fabricated metal products, except machinery and equipment","Fabricated metal products, except machinery and equipment
Indicator: GVA percentage change
Year: 2016
Value: -1.08%"
"711","25",2017,"GVA percentage change",6.20250131584802,"Fabricated metal products, except machinery and equipment","Fabricated metal products, except machinery and equipment
Indicator: GVA percentage change
Year: 2017
Value: 6.2%"
"712","25",2018,"GVA percentage change",1.43259006528987,"Fabricated metal products, except machinery and equipment","Fabricated metal products, except machinery and equipment
Indicator: GVA percentage change
Year: 2018
Value: 1.43%"
"713","25",2019,"GVA percentage change",-1.15367297698139,"Fabricated metal products, except machinery and equipment","Fabricated metal products, except machinery and equipment
Indicator: GVA percentage change
Year: 2019
Value: -1.15%"
"714","25",1997,"GVA in millions CHF",8077.21072460013,"Fabricated metal products, except machinery and equipment","Fabricated metal products, except machinery and equipment
Indicator: GVA in millions CHF
Year: 1997
Value: 8077.21 million CHF"
"715","25",1998,"GVA in millions CHF",8171.34128733859,"Fabricated metal products, except machinery and equipment","Fabricated metal products, except machinery and equipment
Indicator: GVA in millions CHF
Year: 1998
Value: 8171.34 million CHF"
"716","25",1999,"GVA in millions CHF",8193.95223050361,"Fabricated metal products, except machinery and equipment","Fabricated metal products, except machinery and equipment
Indicator: GVA in millions CHF
Year: 1999
Value: 8193.95 million CHF"
"717","25",2000,"GVA in millions CHF",8344.27112568353,"Fabricated metal products, except machinery and equipment","Fabricated metal products, except machinery and equipment
Indicator: GVA in millions CHF
Year: 2000
Value: 8344.27 million CHF"
"718","25",2001,"GVA in millions CHF",8722.01317947304,"Fabricated metal products, except machinery and equipment","Fabricated metal products, except machinery and equipment
Indicator: GVA in millions CHF
Year: 2001
Value: 8722.01 million CHF"
"719","25",2002,"GVA in millions CHF",8397.58432829239,"Fabricated metal products, except machinery and equipment","Fabricated metal products, except machinery and equipment
Indicator: GVA in millions CHF
Year: 2002
Value: 8397.58 million CHF"
"720","25",2003,"GVA in millions CHF",8255.11575513941,"Fabricated metal products, except machinery and equipment","Fabricated metal products, except machinery and equipment
Indicator: GVA in millions CHF
Year: 2003
Value: 8255.12 million CHF"
"721","25",2004,"GVA in millions CHF",8253.28258823354,"Fabricated metal products, except machinery and equipment","Fabricated metal products, except machinery and equipment
Indicator: GVA in millions CHF
Year: 2004
Value: 8253.28 million CHF"
"722","25",2005,"GVA in millions CHF",8578.52310269872,"Fabricated metal products, except machinery and equipment","Fabricated metal products, except machinery and equipment
Indicator: GVA in millions CHF
Year: 2005
Value: 8578.52 million CHF"
"723","25",2006,"GVA in millions CHF",9318.56620840244,"Fabricated metal products, except machinery and equipment","Fabricated metal products, except machinery and equipment
Indicator: GVA in millions CHF
Year: 2006
Value: 9318.57 million CHF"
"724","25",2007,"GVA in millions CHF",10225.5665965356,"Fabricated metal products, except machinery and equipment","Fabricated metal products, except machinery and equipment
Indicator: GVA in millions CHF
Year: 2007
Value: 10225.57 million CHF"
"725","25",2008,"GVA in millions CHF",10904.1538835092,"Fabricated metal products, except machinery and equipment","Fabricated metal products, except machinery and equipment
Indicator: GVA in millions CHF
Year: 2008
Value: 10904.15 million CHF"
"726","25",2009,"GVA in millions CHF",9632.30005412004,"Fabricated metal products, except machinery and equipment","Fabricated metal products, except machinery and equipment
Indicator: GVA in millions CHF
Year: 2009
Value: 9632.3 million CHF"
"727","25",2010,"GVA in millions CHF",10304.7444857464,"Fabricated metal products, except machinery and equipment","Fabricated metal products, except machinery and equipment
Indicator: GVA in millions CHF
Year: 2010
Value: 10304.74 million CHF"
"728","25",2011,"GVA in millions CHF",10776.7145711935,"Fabricated metal products, except machinery and equipment","Fabricated metal products, except machinery and equipment
Indicator: GVA in millions CHF
Year: 2011
Value: 10776.71 million CHF"
"729","25",2012,"GVA in millions CHF",10140.2606660057,"Fabricated metal products, except machinery and equipment","Fabricated metal products, except machinery and equipment
Indicator: GVA in millions CHF
Year: 2012
Value: 10140.26 million CHF"
"730","25",2013,"GVA in millions CHF",10055.539040606,"Fabricated metal products, except machinery and equipment","Fabricated metal products, except machinery and equipment
Indicator: GVA in millions CHF
Year: 2013
Value: 10055.54 million CHF"
"731","25",2014,"GVA in millions CHF",10017.3945152876,"Fabricated metal products, except machinery and equipment","Fabricated metal products, except machinery and equipment
Indicator: GVA in millions CHF
Year: 2014
Value: 10017.39 million CHF"
"732","25",2015,"GVA in millions CHF",9687.8543269864,"Fabricated metal products, except machinery and equipment","Fabricated metal products, except machinery and equipment
Indicator: GVA in millions CHF
Year: 2015
Value: 9687.85 million CHF"
"733","25",2016,"GVA in millions CHF",9583.49963891403,"Fabricated metal products, except machinery and equipment","Fabricated metal products, except machinery and equipment
Indicator: GVA in millions CHF
Year: 2016
Value: 9583.5 million CHF"
"734","25",2017,"GVA in millions CHF",10177.916330122,"Fabricated metal products, except machinery and equipment","Fabricated metal products, except machinery and equipment
Indicator: GVA in millions CHF
Year: 2017
Value: 10177.92 million CHF"
"735","25",2018,"GVA in millions CHF",10323.7241483208,"Fabricated metal products, except machinery and equipment","Fabricated metal products, except machinery and equipment
Indicator: GVA in millions CHF
Year: 2018
Value: 10323.72 million CHF"
"736","25",2019,"GVA in millions CHF",10204.6221326035,"Fabricated metal products, except machinery and equipment","Fabricated metal products, except machinery and equipment
Indicator: GVA in millions CHF
Year: 2019
Value: 10204.62 million CHF"
"737","25",2000,"Share in GDP",1.84670932260132,"Fabricated metal products, except machinery and equipment","Fabricated metal products, except machinery and equipment
Indicator: Share in GDP
Year: 2000
Value: 1.85%"
"738","25",2001,"Share in GDP",1.87619811429914,"Fabricated metal products, except machinery and equipment","Fabricated metal products, except machinery and equipment
Indicator: Share in GDP
Year: 2001
Value: 1.88%"
"739","25",2002,"Share in GDP",1.8048709022493,"Fabricated metal products, except machinery and equipment","Fabricated metal products, except machinery and equipment
Indicator: Share in GDP
Year: 2002
Value: 1.8%"
"740","25",2003,"Share in GDP",1.75339487409927,"Fabricated metal products, except machinery and equipment","Fabricated metal products, except machinery and equipment
Indicator: Share in GDP
Year: 2003
Value: 1.75%"
"741","25",2004,"Share in GDP",1.70121423318888,"Fabricated metal products, except machinery and equipment","Fabricated metal products, except machinery and equipment
Indicator: Share in GDP
Year: 2004
Value: 1.7%"
"742","25",2005,"Share in GDP",1.70114000773002,"Fabricated metal products, except machinery and equipment","Fabricated metal products, except machinery and equipment
Indicator: Share in GDP
Year: 2005
Value: 1.7%"
"743","25",2006,"Share in GDP",1.73986380749814,"Fabricated metal products, except machinery and equipment","Fabricated metal products, except machinery and equipment
Indicator: Share in GDP
Year: 2006
Value: 1.74%"
"744","25",2007,"Share in GDP",1.79360008199541,"Fabricated metal products, except machinery and equipment","Fabricated metal products, except machinery and equipment
Indicator: Share in GDP
Year: 2007
Value: 1.79%"
"745","25",1997,"Share in GDP",1.94534798364392,"Fabricated metal products, except machinery and equipment","Fabricated metal products, except machinery and equipment
Indicator: Share in GDP
Year: 1997
Value: 1.95%"
"746","25",1998,"Share in GDP",1.91685409915001,"Fabricated metal products, except machinery and equipment","Fabricated metal products, except machinery and equipment
Indicator: Share in GDP
Year: 1998
Value: 1.92%"
"747","25",1999,"Share in GDP",1.90366406061014,"Fabricated metal products, except machinery and equipment","Fabricated metal products, except machinery and equipment
Indicator: Share in GDP
Year: 1999
Value: 1.9%"
"748","25",2015,"Share in GDP",1.47961411664243,"Fabricated metal products, except machinery and equipment","Fabricated metal products, except machinery and equipment
Indicator: Share in GDP
Year: 2015
Value: 1.48%"
"749","25",2008,"Share in GDP",1.83271057060523,"Fabricated metal products, except machinery and equipment","Fabricated metal products, except machinery and equipment
Indicator: Share in GDP
Year: 2008
Value: 1.83%"
"750","25",2009,"Share in GDP",1.64330841325111,"Fabricated metal products, except machinery and equipment","Fabricated metal products, except machinery and equipment
Indicator: Share in GDP
Year: 2009
Value: 1.64%"
"751","25",2010,"Share in GDP",1.69814448796343,"Fabricated metal products, except machinery and equipment","Fabricated metal products, except machinery and equipment
Indicator: Share in GDP
Year: 2010
Value: 1.7%"
"752","25",2011,"Share in GDP",1.74135710317633,"Fabricated metal products, except machinery and equipment","Fabricated metal products, except machinery and equipment
Indicator: Share in GDP
Year: 2011
Value: 1.74%"
"753","25",2012,"Share in GDP",1.61493477852716,"Fabricated metal products, except machinery and equipment","Fabricated metal products, except machinery and equipment
Indicator: Share in GDP
Year: 2012
Value: 1.61%"
"754","25",2013,"Share in GDP",1.57268277846509,"Fabricated metal products, except machinery and equipment","Fabricated metal products, except machinery and equipment
Indicator: Share in GDP
Year: 2013
Value: 1.57%"
"755","25",2014,"Share in GDP",1.53783531609303,"Fabricated metal products, except machinery and equipment","Fabricated metal products, except machinery and equipment
Indicator: Share in GDP
Year: 2014
Value: 1.54%"
"756","25",2016,"Share in GDP",1.44081273208187,"Fabricated metal products, except machinery and equipment","Fabricated metal products, except machinery and equipment
Indicator: Share in GDP
Year: 2016
Value: 1.44%"
"757","25",2017,"Share in GDP",1.51290313342706,"Fabricated metal products, except machinery and equipment","Fabricated metal products, except machinery and equipment
Indicator: Share in GDP
Year: 2017
Value: 1.51%"
"758","25",2018,"Share in GDP",1.47641068934777,"Fabricated metal products, except machinery and equipment","Fabricated metal products, except machinery and equipment
Indicator: Share in GDP
Year: 2018
Value: 1.48%"
"759","25",2019,"Share in GDP",1.44389330278848,"Fabricated metal products, except machinery and equipment","Fabricated metal products, except machinery and equipment
Indicator: Share in GDP
Year: 2019
Value: 1.44%"
"760","26",2017,"GVA percentage change",-2.6135512200504,"Computer, electronic and optical products; watches and clocks","Computer, electronic and optical products; watches and clocks
Indicator: GVA percentage change
Year: 2017
Value: -2.61%"
"761","26",2012,"GVA in millions CHF",24378.5983541746,"Computer, electronic and optical products; watches and clocks","Computer, electronic and optical products; watches and clocks
Indicator: GVA in millions CHF
Year: 2012
Value: 24378.6 million CHF"
"762","26",2018,"GVA percentage change",9.61220178536985,"Computer, electronic and optical products; watches and clocks","Computer, electronic and optical products; watches and clocks
Indicator: GVA percentage change
Year: 2018
Value: 9.61%"
"763","26",2019,"GVA percentage change",3.18455232481681,"Computer, electronic and optical products; watches and clocks","Computer, electronic and optical products; watches and clocks
Indicator: GVA percentage change
Year: 2019
Value: 3.18%"
"764","26",2016,"GVA percentage change",-4.85933083873793,"Computer, electronic and optical products; watches and clocks","Computer, electronic and optical products; watches and clocks
Indicator: GVA percentage change
Year: 2016
Value: -4.86%"
"765","26",2013,"GVA in millions CHF",24802.2269142869,"Computer, electronic and optical products; watches and clocks","Computer, electronic and optical products; watches and clocks
Indicator: GVA in millions CHF
Year: 2013
Value: 24802.23 million CHF"
"766","26",2008,"GVA in millions CHF",22918.5306812981,"Computer, electronic and optical products; watches and clocks","Computer, electronic and optical products; watches and clocks
Indicator: GVA in millions CHF
Year: 2008
Value: 22918.53 million CHF"
"767","26",2009,"GVA in millions CHF",19801.3129642853,"Computer, electronic and optical products; watches and clocks","Computer, electronic and optical products; watches and clocks
Indicator: GVA in millions CHF
Year: 2009
Value: 19801.31 million CHF"
"768","26",2011,"GVA in millions CHF",23272.3292884965,"Computer, electronic and optical products; watches and clocks","Computer, electronic and optical products; watches and clocks
Indicator: GVA in millions CHF
Year: 2011
Value: 23272.33 million CHF"
"769","26",2007,"GVA in millions CHF",21063.097232374,"Computer, electronic and optical products; watches and clocks","Computer, electronic and optical products; watches and clocks
Indicator: GVA in millions CHF
Year: 2007
Value: 21063.1 million CHF"
"770","26",2002,"Share in GDP",3.17583961745671,"Computer, electronic and optical products; watches and clocks","Computer, electronic and optical products; watches and clocks
Indicator: Share in GDP
Year: 2002
Value: 3.18%"
"771","26",2014,"GVA in millions CHF",25397.7813575929,"Computer, electronic and optical products; watches and clocks","Computer, electronic and optical products; watches and clocks
Indicator: GVA in millions CHF
Year: 2014
Value: 25397.78 million CHF"
"772","26",2015,"GVA in millions CHF",22419.1673463276,"Computer, electronic and optical products; watches and clocks","Computer, electronic and optical products; watches and clocks
Indicator: GVA in millions CHF
Year: 2015
Value: 22419.17 million CHF"
"773","26",2001,"Share in GDP",3.07734783947866,"Computer, electronic and optical products; watches and clocks","Computer, electronic and optical products; watches and clocks
Indicator: Share in GDP
Year: 2001
Value: 3.08%"
"774","26",2006,"Share in GDP",3.60626376848966,"Computer, electronic and optical products; watches and clocks","Computer, electronic and optical products; watches and clocks
Indicator: Share in GDP
Year: 2006
Value: 3.61%"
"775","26",2007,"Share in GDP",3.69454079306107,"Computer, electronic and optical products; watches and clocks","Computer, electronic and optical products; watches and clocks
Indicator: Share in GDP
Year: 2007
Value: 3.69%"
"776","26",2008,"Share in GDP",3.8520213389393,"Computer, electronic and optical products; watches and clocks","Computer, electronic and optical products; watches and clocks
Indicator: Share in GDP
Year: 2008
Value: 3.85%"
"777","26",2009,"Share in GDP",3.37818215844617,"Computer, electronic and optical products; watches and clocks","Computer, electronic and optical products; watches and clocks
Indicator: Share in GDP
Year: 2009
Value: 3.38%"
"778","26",2010,"Share in GDP",3.38167873114834,"Computer, electronic and optical products; watches and clocks","Computer, electronic and optical products; watches and clocks
Indicator: Share in GDP
Year: 2010
Value: 3.38%"
"779","26",2011,"Share in GDP",3.76046295429479,"Computer, electronic and optical products; watches and clocks","Computer, electronic and optical products; watches and clocks
Indicator: Share in GDP
Year: 2011
Value: 3.76%"
"780","26",2012,"Share in GDP",3.88252803657064,"Computer, electronic and optical products; watches and clocks","Computer, electronic and optical products; watches and clocks
Indicator: Share in GDP
Year: 2012
Value: 3.88%"
"781","26",2010,"GVA in millions CHF",20520.8305326004,"Computer, electronic and optical products; watches and clocks","Computer, electronic and optical products; watches and clocks
Indicator: GVA in millions CHF
Year: 2010
Value: 20520.83 million CHF"
"782","26",2014,"Share in GDP",3.89897842822399,"Computer, electronic and optical products; watches and clocks","Computer, electronic and optical products; watches and clocks
Indicator: Share in GDP
Year: 2014
Value: 3.9%"
"783","26",2015,"Share in GDP",3.42405194890188,"Computer, electronic and optical products; watches and clocks","Computer, electronic and optical products; watches and clocks
Indicator: Share in GDP
Year: 2015
Value: 3.42%"
"784","26",2003,"Share in GDP",3.19355521543161,"Computer, electronic and optical products; watches and clocks","Computer, electronic and optical products; watches and clocks
Indicator: Share in GDP
Year: 2003
Value: 3.19%"
"785","26",2004,"Share in GDP",3.22435461069882,"Computer, electronic and optical products; watches and clocks","Computer, electronic and optical products; watches and clocks
Indicator: Share in GDP
Year: 2004
Value: 3.22%"
"786","26",2005,"Share in GDP",3.45900672223888,"Computer, electronic and optical products; watches and clocks","Computer, electronic and optical products; watches and clocks
Indicator: Share in GDP
Year: 2005
Value: 3.46%"
"787","26",1997,"GVA percentage change",NA,"Computer, electronic and optical products; watches and clocks","Computer, electronic and optical products; watches and clocks
Indicator: GVA percentage change
Year: 1997
Value: NA%"
"788","26",1998,"GVA percentage change",2.82073109727583,"Computer, electronic and optical products; watches and clocks","Computer, electronic and optical products; watches and clocks
Indicator: GVA percentage change
Year: 1998
Value: 2.82%"
"789","26",1999,"GVA percentage change",2.12879021157947,"Computer, electronic and optical products; watches and clocks","Computer, electronic and optical products; watches and clocks
Indicator: GVA percentage change
Year: 1999
Value: 2.13%"
